PDB_ID	Binding_Type	pK	Max_Prediction	Mean_High_Prediction
6f1n	Kd	6.262	0.986	0.544
6pg6	Kd	3.699	0.578	0.250
5xmx	Kd	7.244	0.962	0.361
5qay	Kd	3.229	0.706	0.360
5wmg	Kd	8.215	0.977	0.571
5o9q	Kd	5.208	0.786	0.304
5zo8	Kd	8.201	0.952	0.393
6cq1	Kd	3.660	0.858	0.349
5zkc	Kd	8.194	0.500	0.221
5otz	Kd	5.187	0.946	0.324
6arn	Kd	5.187	0.526	0.288
5oxk	Kd	2.166	0.500	0.282
6mjf	Kd	5.162	0.874	0.361
6aro	Kd	5.149	0.630	0.303
6ghj	Kd	2.162	0.500	0.278
5ohy	Kd	5.167	0.683	0.199
6hlx	Kd	7.174	0.611	0.255
6htg	Kd	7.174	0.974	0.474
6fni	Kd	8.222	0.975	0.465
5tkj	Kd	8.146	0.983	0.362
6gwr	Kd	8.102	0.974	0.455
6g98	Kd	6.149	0.858	0.410
6guk	Kd	6.146	0.988	0.547
6fng	Kd	7.137	0.968	0.520
5obg	Kd	7.130	0.704	0.261
6cvv	Kd	4.125	0.643	0.264
5win	Kd	7.027	0.932	0.488
5om3	Kd	4.101	0.737	0.309
5o9p	Kd	5.094	0.726	0.301
6hpw	Kd	6.093	0.898	0.435
6hrq	Kd	7.088	0.977	0.525
5var	Kd	4.088	0.509	0.358
5y8y	Kd	7.086	0.978	0.520
5om2	Kd	4.062	0.734	0.298
6ce6	Kd	5.097	0.628	0.333
5ovp	Kd	5.041	0.500	0.475
5oa2	Kd	5.009	0.758	0.274
6gzd	Kd	8.009	0.950	0.447
6eln	Kd	6.046	0.973	0.548
6cze	Kd	4.032	0.579	0.271
5yhg	Kd	6.021	0.688	0.263
6d50	Kd	5.046	0.740	0.188
6exi	Kd	5.046	0.500	0.180
6e9a	Ki	11.921	0.993	0.661
6cdj	Ki	11.699	0.994	0.642
5xvg	Ki	8.046	0.946	0.523
6cdl	Ki	10.921	0.994	0.636
6h36	Ki	9.347	0.943	0.396
6h5x	Ki	10.824	0.912	0.259
6dif	Ki	10.721	0.990	0.645
6cn5	Ki	7.699	0.970	0.436
6dj1	Ki	10.509	0.993	0.653
5xva	Ki	7.292	0.951	0.547
6ebe	Ki	6.699	0.952	0.474
6got	Ki	9.398	0.913	0.475
6dar	Ki	6.660	0.722	0.325
5vja	Ki	6.585	0.963	0.437
6ecz	Ki	6.569	0.950	0.470
6e7j	Ki	9.481	0.993	0.631
5w44	Ki	6.444	0.953	0.417
6eeo	Ki	6.432	0.928	0.468
6f92	Ki	6.398	0.500	0.185
6hh3	Ki	6.237	0.561	0.240
5y12	Ki	6.229	0.942	0.390
6h2z	Ki	9.301	0.936	0.530
6dpx	Ki	5.886	0.740	0.296
6h34	Ki	9.301	0.959	0.536
5laq	Ki	9.201	0.922	0.473
6ays	Ki	9.187	0.800	0.265
6h33	Ki	9.222	0.939	0.491
6eiz	Ki	6.222	0.500	0.301
6b4d	Ki	6.108	0.936	0.517
6c7q	Ki	9.155	0.984	0.587
6f90	Ki	6.000	0.500	0.181
5y13	Ki	5.936	0.954	0.409
5od1	Ki	5.959	0.500	0.407
5owl	Ki	5.921	0.977	0.415
6ayt	Ki	8.854	0.803	0.263
5nw7	Ki	5.770	0.717	0.227
6dj7	Ki	8.721	0.993	0.643
5nxp	Ki	7.991	0.949	0.509
5l8c	Ki	7.000	0.892	0.376
5mwy	Ki	7.000	0.898	0.463
6eif	Ki	6.983	0.965	0.541
5zag	Ki	6.967	0.983	0.520
6cbg	Ki	3.947	0.500	0.183
6dh6	Ki	9.931	0.993	0.649
6ej3	Ki	5.928	0.981	0.531
5zae	Ki	6.807	0.989	0.528
6iiu	Ki	7.959	0.500	0.209
6dh2	Ki	10.893	0.992	0.644
6dh7	Ki	9.882	0.993	0.633
5za7	Ki	5.868	0.987	0.538
5oh3	Ki	3.866	0.757	0.338
5oh9	Ki	3.863	0.727	0.417
6dh8	Ki	9.835	0.992	0.638
6g2m	Ki	7.821	0.953	0.366
5zaf	Ki	6.780	0.988	0.537
6eij	Ki	5.775	0.979	0.481
6euc	Ki	3.775	0.620	0.296
6ej2	Ki	7.796	0.981	0.528
6f9v	Ki	6.765	0.893	0.288
5nxg	Ki	8.553	0.948	0.486
5za9	Ki	6.738	0.989	0.535
5g5v	Ki	6.701	0.921	0.378
6f28	Ki	5.668	0.826	0.420
6h29	Ki	5.620	0.825	0.359
6h37	Ki	8.585	0.943	0.411
6fnr	Ki	5.585	0.767	0.222
6gg4	Ki	3.688	0.500	0.213
5nxi	Ki	6.663	0.930	0.484
6eqw	Ki	10.650	0.822	0.340
5nzn	Ki	3.658	0.868	0.364
6cjv	Ki	5.658	0.766	0.367
5yum	Ki	3.652	0.500	0.238
6eqv	Ki	6.623	0.809	0.335
5wgp	Ki	5.620	0.963	0.330
6eis	Ki	6.599	0.947	0.492
6fag	Ki	6.593	0.946	0.428
6dpz	Ki	3.587	0.699	0.290
6dh1	Ki	10.583	0.992	0.640
6f3b	Ki	6.563	0.942	0.454
6edr	Ki	4.545	0.934	0.286
6aqs	Ki	7.553	0.541	0.251
5oh4	Ki	4.553	0.853	0.326
6faf	Ki	6.514	0.938	0.450
5mwp	Ki	7.500	0.922	0.470
6d9x	Ki	3.491	0.606	0.242
6eqx	Ki	10.472	0.806	0.313
5ny3	Ki	7.470	0.954	0.531
6c7w	Ki	5.467	0.930	0.460
6f05	Ki	4.469	0.606	0.319
6exs	Ki	3.441	0.500	0.200
5ny1	Ki	6.436	0.943	0.534
5oh7	Ki	4.367	0.732	0.328
6eiq	Ki	6.417	0.954	0.499
5l8y	Ki	6.400	0.901	0.379
6ayr	Ki	8.387	0.817	0.273
5nxo	Ki	8.310	0.893	0.471
5nya	Ki	6.381	0.682	0.324
5zaj	Ki	7.377	0.985	0.489
6ex1	Ki	7.306	0.955	0.459
6ayo	Ki	8.292	0.799	0.260
5za8	Ki	6.294	0.983	0.535
6hh5	Ki	4.266	0.564	0.241
5nxw	Ki	7.241	0.966	0.547
6eir	Ki	6.240	0.968	0.477
5oh2	Ki	4.244	0.644	0.315
6d2o	Ki	5.301	0.500	0.208
6ayq	Ki	8.187	0.799	0.266
5z5f	Ki	2.167	0.500	0.162
6c7x	Ki	7.186	0.969	0.487
6g2l	Ki	7.167	0.942	0.343
6dak	Ki	5.142	0.706	0.301
6dj5	Ki	8.143	0.993	0.618
6f9u	Ki	5.131	0.902	0.276
6dj2	Ki	8.119	0.992	0.622
6dil	Ki	8.119	0.990	0.617
6h38	Ki	8.108	0.949	0.419
6dpt	Ki	7.114	0.892	0.348
6b59	Ki	8.086	0.973	0.539
6evr	Ki	8.056	0.964	0.461
6dpy	Ki	4.097	0.700	0.314
6eed	Ki	6.090	0.951	0.416
6dai	Ki	4.070	0.676	0.291
5zc5	Ki	7.056	0.988	0.550
6c0s	Ki	7.051	0.994	0.524
6g3v	Ki	6.035	0.924	0.437
5nzf	Ki	4.027	0.869	0.367
6mqe	Kd	11.292	0.532	0.255
6r8o	Kd	8.222	0.909	0.399
6jb0	Kd	7.237	0.810	0.344
6i8m	Kd	7.796	0.950	0.380
6dyv	Kd	10.585	0.892	0.330
6dyy	Kd	10.553	0.921	0.354
6maj	Kd	7.469	0.867	0.291
6u5y	Kd	7.161	0.737	0.332
6qmk	Kd	7.456	0.786	0.363
6dyw	Kd	10.444	0.918	0.355
6qmj	Kd	7.357	0.795	0.364
6dyu	Kd	10.260	0.892	0.330
6np2	Kd	6.796	0.749	0.305
6nfh	Kd	7.155	0.973	0.468
5zyl	Kd	7.056	0.877	0.287
6p83	Kd	7.097	0.809	0.236
6pi5	Kd	6.959	0.548	0.253
6qr0	Kd	6.921	0.722	0.417
6qqz	Kd	6.745	0.708	0.416
5zhl	Kd	6.721	0.810	0.338
6e23	Kd	10.000	0.749	0.327
6idg	Kd	6.658	0.500	0.261
6np3	Kd	6.469	0.742	0.299
6i64	Kd	7.312	0.799	0.335
6i17	Kd	6.602	0.879	0.307
6u8o	Kd	6.539	0.704	0.310
6oja	Kd	9.699	0.500	0.217
6n9l	Kd	6.699	0.781	0.266
6if0	Kd	6.509	0.887	0.293
6g2r	Kd	9.456	0.986	0.521
6qi7	Kd	6.456	0.892	0.301
6qr3	Kd	6.444	0.752	0.428
6n7d	Kd	9.523	0.962	0.557
6iez	Kd	6.523	0.870	0.289
6q3y	Kd	7.268	0.983	0.562
6u8b	Kd	6.366	0.640	0.305
6idb	Kd	6.398	0.500	0.295
6qr4	Kd	6.229	0.737	0.398
6dyz	Kd	9.201	0.785	0.265
6r8l	Kd	6.174	0.910	0.404
6hgi	Kd	6.222	0.809	0.308
6j72	Kd	6.131	0.665	0.218
6hq7	Kd	6.114	0.618	0.219
6a87	Kd	3.155	0.500	0.329
6dsp	Kd	6.092	0.500	0.190
6qz5	Kd	6.081	0.945	0.433
6mlo	Kd	6.097	0.728	0.331
6hm1	Kd	6.041	0.677	0.287
6dz0	Kd	9.027	0.750	0.259
6jbb	Kd	5.987	0.784	0.333
6jb4	Kd	5.983	0.812	0.341
6md0	Kd	5.896	0.930	0.389
6mle	Kd	9.000	0.732	0.318
6qgf	Kd	6.000	0.993	0.496
6r9x	Kd	2.959	0.769	0.318
6d9s	Kd	5.959	0.867	0.261
6g7a	Kd	6.777	0.750	0.340
6mh1	Kd	5.921	0.981	0.554
6r8w	Kd	5.921	0.906	0.398
6gj8	Kd	5.866	0.694	0.391
6e22	Kd	8.886	0.726	0.316
6dz3	Kd	8.886	0.674	0.255
6dz2	Kd	8.854	0.695	0.269
6n3w	Kd	5.807	0.830	0.300
6bs3	Kd	5.824	0.732	0.247
6pg7	Kd	4.658	0.691	0.266
6i14	Kd	5.824	0.806	0.282
6jan	Kd	5.793	0.777	0.305
6stl	Kd	8.796	0.500	0.159
6mnc	Kd	5.796	0.643	0.229
6i8t	Kd	5.754	0.953	0.394
6fh3	Kd	3.071	0.599	0.194
5zdb	Kd	5.750	0.681	0.276
5zym	Kd	5.770	0.889	0.287
6d78	Kd	8.745	0.688	0.219
6mh7	Kd	5.745	0.983	0.573
6p85	Kd	4.987	0.825	0.233
6jof	Kd	4.983	0.770	0.319
6haz	Kd	7.000	0.746	0.236
6j3p	Kd	6.979	0.929	0.420
6rih	Kd	3.979	0.539	0.293
6pia	Kd	4.959	0.591	0.211
6pid	Kd	4.538	0.559	0.201
6j0o	Kd	4.924	0.842	0.311
6jaq	Kd	3.954	0.698	0.276
6gjw	Kd	4.959	0.500	0.300
6pg5	Kd	4.959	0.692	0.294
6nv7	Kd	7.917	0.984	0.545
6dgr	Kd	4.910	0.900	0.391
6jao	Kd	4.860	0.745	0.318
6e7u	Kd	6.917	0.709	0.223
6e7t	Kd	6.889	0.819	0.224
6pg9	Kd	4.921	0.724	0.296
6qqv	Kd	4.921	0.764	0.406
6jon	Kd	4.879	0.500	0.259
6jdl	Kd	4.886	0.665	0.273
6qrc	Kd	4.886	0.746	0.391
6mja	Kd	7.851	0.885	0.305
6gga	Kd	4.848	0.938	0.528
6jfk	Kd	4.842	0.866	0.268
6pg8	Kd	3.854	0.599	0.246
6jap	Kd	4.795	0.745	0.305
6e7r	Kd	6.833	0.742	0.234
6p84	Kd	4.807	0.896	0.244
6nsv	Kd	7.801	0.500	0.304
6e1z	Kd	3.824	0.500	0.251
6i62	Kd	6.803	0.811	0.338
6qlr	Kd	4.824	0.993	0.498
6nfy	Kd	7.796	0.915	0.399
6t1l	Kd	4.767	0.930	0.419
6g24	Kd	2.770	0.500	0.286
6g2o	Kd	6.770	0.500	0.304
6ql2	Kd	7.770	0.888	0.451
6mkw	Kd	4.770	0.811	0.308
6qas	Kd	7.742	0.982	0.515
6t1j	Kd	4.742	0.911	0.429
6i66	Kd	6.739	0.791	0.301
6iou	Kd	3.735	0.500	0.185
6mj4	Kd	7.719	0.890	0.305
6ueg	Kd	4.710	0.500	0.185
6jbe	Kd	4.703	0.799	0.305
6h1d	Kd	5.602	0.878	0.326
6qr9	Kd	6.721	0.752	0.393
6qqw	Kd	4.721	0.712	0.403
6quv	Kd	3.000	0.553	0.270
6n8x	Kd	5.699	0.986	0.529
6t1o	Kd	5.585	0.921	0.430
6qge	Kd	5.678	0.993	0.492
6pi6	Kd	5.658	0.675	0.268
6j0g	Kd	5.638	0.500	0.255
6ets	Kd	5.638	0.722	0.211
6n3v	Kd	5.611	0.559	0.238
6j3o	Kd	5.620	0.969	0.466
6i12	Kd	5.569	0.769	0.292
6hk4	Kd	8.551	0.901	0.485
6bs4	Kd	5.553	0.732	0.241
6mg5	Kd	4.693	0.500	0.272
6mlp	Kd	3.699	0.741	0.306
6i67	Kd	6.696	0.785	0.281
5z66	Kd	6.686	0.706	0.219
6g6t	Kd	7.699	0.923	0.499
6gj6	Kd	4.699	0.609	0.334
6p86	Kd	4.699	0.881	0.261
6dyr	Kd	3.660	0.500	0.193
6ift	Kd	4.678	0.892	0.349
6nw3	Kd	7.656	0.981	0.531
6pl1	Kd	7.654	0.968	0.465
6e1y	Kd	7.658	0.726	0.311
6g2c	Kd	4.658	0.500	0.271
6ooy	Kd	4.658	0.713	0.267
6qln	Kd	4.658	0.993	0.500
6qlu	Kd	4.638	0.993	0.498
6pge	Kd	3.620	0.500	0.237
6g5l	Kd	7.620	0.779	0.335
6p87	Kd	4.595	0.860	0.242
6p8a	Kd	3.593	0.879	0.260
6n5x	Kd	4.602	0.500	0.193
6pgb	Kd	4.602	0.704	0.302
6qe0	Kd	4.602	0.874	0.299
6pg4	Kd	3.585	0.500	0.220
6np5	Kd	4.569	0.780	0.288
6o9c	Kd	7.545	0.770	0.268
6pga	Kd	4.539	0.539	0.248
6i11	Kd	4.533	0.770	0.288
5znc	Kd	7.524	0.724	0.261
6mln	Kd	7.538	0.758	0.325
6o5g	Kd	5.699	0.660	0.314
6dgl	Kd	5.516	0.917	0.452
6dgq	Kd	5.510	0.916	0.423
6qr2	Kd	5.495	0.735	0.413
6dzx	Kd	5.456	0.500	0.231
6gdy	Kd	5.456	0.630	0.192
6t1n	Kd	5.456	0.917	0.428
6n3y	Kd	5.438	0.828	0.302
6r1b	Kd	5.444	0.592	0.172
6mli	Kd	2.432	0.825	0.319
6hgg	Kd	5.420	0.822	0.311
6mm2	Kd	5.407	0.768	0.265
6p88	Kd	4.520	0.752	0.216
6sge	Kd	7.511	0.978	0.454
6g25	Kd	3.523	0.500	0.252
6nco	Kd	4.523	0.542	0.373
6nu1	Kd	4.506	0.500	0.210
6ql1	Kd	6.481	0.958	0.473
6hk3	Kd	7.503	0.905	0.459
6jag	Kd	4.502	0.781	0.333
6nyv	Kd	6.506	0.643	0.326
6qlq	Kd	4.509	0.994	0.510
6qau	Kd	7.483	0.989	0.538
6poi	Kd	3.487	0.738	0.321
6pvz	Kd	3.467	0.779	0.329
6q4e	Kd	3.456	0.952	0.526
6np4	Kd	4.444	0.845	0.296
6m8q	Kd	6.432	0.741	0.256
6rtw	Kd	6.432	0.810	0.244
6j1l	Kd	6.420	0.947	0.435
6py0	Kd	6.413	0.739	0.223
6i65	Kd	6.408	0.782	0.315
6g5u	Kd	6.403	0.929	0.404
6g2s	Kd	8.397	0.982	0.514
6ggb	Kd	5.387	0.955	0.520
6ggf	Kd	5.387	0.961	0.523
6olx	Kd	5.377	0.982	0.535
6n0j	Kd	5.367	0.850	0.289
6pgc	Kd	5.347	0.758	0.302
6qls	Kd	5.347	0.988	0.446
6u6w	Kd	5.327	0.609	0.291
6qav	Kd	8.310	0.988	0.525
5zni	Kd	4.395	0.705	0.263
6im4	Kd	7.398	0.840	0.352
6hgj	Kd	4.381	0.811	0.304
6mla	Kd	4.377	0.657	0.303
6o5u	Kd	4.377	0.871	0.293
6qi4	Kd	4.367	0.724	0.284
6q3z	Kd	7.357	0.984	0.560
6ajz	Kd	4.337	0.973	0.484
6phx	Kd	3.320	0.697	0.288
6g29	Kd	4.328	0.500	0.266
6jad	Kd	4.316	0.760	0.331
6pg3	Kd	3.319	0.500	0.218
6ior	Kd	4.305	0.500	0.139
6qqu	Kd	5.301	0.699	0.383
6mqc	Kd	8.282	0.675	0.322
6qlp	Kd	5.284	0.994	0.513
6ajy	Kd	5.276	0.967	0.508
6t1i	Kd	5.260	0.913	0.458
6gxg	Kd	5.244	0.500	0.367
6pu3	Kd	5.233	0.925	0.256
6jam	Kd	5.225	0.762	0.306
6q4g	Kd	4.301	0.985	0.576
6mji	Kd	7.288	0.885	0.303
6mlj	Kd	7.260	0.716	0.314
6dys	Kd	4.249	0.500	0.199
6i61	Kd	6.245	0.810	0.331
6eeb	Kd	5.301	0.654	0.302
6ml9	Kd	5.301	0.750	0.326
6t1m	Kd	5.215	0.908	0.452
5zyg	Kd	5.208	0.883	0.290
6iht	Kd	5.208	0.616	0.278
6nv9	Kd	8.194	0.980	0.527
6qqq	Kd	5.174	0.764	0.386
6g2f	Kd	5.167	0.500	0.283
6k3l	Kd	7.221	0.958	0.356
6dyn	Kd	3.195	0.500	0.179
6ssy	Kd	3.188	0.500	0.161
6dy7	Kd	4.179	0.682	0.291
6p9e	Kd	7.170	0.500	0.341
6ajv	Kd	5.041	0.968	0.495
6det	Kd	8.222	0.604	0.222
6nu5	Kd	5.152	0.500	0.232
6j9w	Kd	5.127	0.775	0.333
6r9u	Kd	2.125	0.725	0.293
6qe5	Kd	5.125	0.879	0.351
6i13	Kd	5.119	0.780	0.295
6jdi	Kd	5.108	0.661	0.248
6mku	Kd	7.155	0.744	0.320
6qr7	Kd	7.155	0.723	0.402
6fcj	Kd	7.148	0.974	0.546
6g27	Kd	3.136	0.500	0.266
6st0	Kd	5.127	0.500	0.194
6gxq	Kd	7.100	0.886	0.393
6ios	Kd	4.100	0.500	0.150
6n3x	Kd	5.092	0.775	0.289
6j9y	Kd	5.069	0.773	0.331
6qr1	Kd	5.071	0.767	0.403
6n0k	Kd	5.066	0.798	0.286
6qlo	Kd	5.056	0.994	0.512
6kjd	Kd	5.051	0.500	0.217
6i18	Kd	4.071	0.835	0.300
6ftf	Kd	8.097	0.897	0.276
6md6	Kd	5.097	0.688	0.269
6s57	Kd	5.097	0.993	0.470
6s56	Kd	5.097	0.996	0.462
6j7e	Kd	5.036	0.688	0.270
6hgf	Kd	5.018	0.853	0.303
6p89	Kd	5.010	0.848	0.235
6g2e	Kd	5.013	0.500	0.281
6ncn	Kd	3.046	0.500	0.361
6d1b	Ki	3.908	0.844	0.329
6qpl	Kd	7.041	0.664	0.308
6i0z	Kd	4.036	0.643	0.213
6qlt	Kd	4.036	0.994	0.508
6hni	Kd	4.027	0.572	0.238
6i63	Kd	7.006	0.820	0.307
6hay	Kd	7.009	0.951	0.276
6hhr	Kd	7.009	0.981	0.565
6mlg	Kd	5.046	0.762	0.339
6qgh	Ki	8.155	0.664	0.326
6o0k	Ki	10.745	0.547	0.341
5zg1	Ki	7.721	0.938	0.544
6ne5	Ki	10.523	0.951	0.424
5zg0	Ki	7.086	0.967	0.530
6no9	Ki	10.523	0.986	0.551
6p3t	Ki	7.319	0.827	0.263
6oqc	Ki	10.398	0.944	0.449
6udv	Ki	10.292	0.947	0.450
6oqb	Ki	10.301	0.946	0.438
5zg3	Ki	7.215	0.964	0.534
6ud2	Ki	10.208	0.951	0.441
6ndl	Ki	7.187	0.926	0.411
6nzv	Ki	10.174	0.816	0.357
6p3v	Ki	7.018	0.824	0.315
6udi	Ki	10.000	0.946	0.426
6o0p	Ki	9.959	0.530	0.342
6oqd	Ki	9.854	0.947	0.440
6sbt	Ki	6.780	0.676	0.282
6ixd	Ki	9.796	0.992	0.622
6udt	Ki	10.000	0.947	0.439
6cjs	Ki	9.699	0.939	0.390
6n78	Ki	9.678	0.966	0.525
6n79	Ki	9.678	0.950	0.557
6d19	Ki	6.609	0.796	0.343
6cjr	Ki	9.523	0.973	0.446
6o5t	Ki	6.500	0.961	0.365
6ftw	Ki	6.495	0.866	0.439
6q54	Ki	6.495	0.636	0.314
6hoq	Ki	6.387	0.978	0.387
6o0m	Ki	9.337	0.562	0.338
6pvw	Ki	6.319	0.848	0.318
6hza	Ki	9.298	0.800	0.318
6orr	Ki	9.301	0.875	0.375
6udu	Ki	9.301	0.949	0.446
6qgg	Ki	6.301	0.627	0.319
6n7b	Ki	9.222	0.955	0.550
6odz	Ki	9.155	0.958	0.498
6c2r	Ki	9.097	0.903	0.386
6hzb	Ki	8.979	0.797	0.328
6fz4	Ki	5.951	0.617	0.303
6oe0	Ki	8.921	0.959	0.509
6d18	Ki	5.854	0.765	0.343
6pvv	Ki	5.854	0.807	0.304
6jav	Ki	5.764	0.940	0.332
6o94	Ki	8.745	0.971	0.470
6q60	Ki	5.706	0.812	0.312
6jay	Ki	5.701	0.936	0.405
6hr2	Ki	7.000	0.983	0.311
6s4t	Ki	7.951	0.821	0.370
6r0v	Ki	4.959	0.618	0.355
6c9v	Ki	6.920	0.656	0.232
6g9x	Ki	3.921	0.500	0.165
6hzy	Ki	3.917	0.569	0.233
6c85	Ki	3.900	0.500	0.129
6r11	Ki	4.921	0.930	0.374
6r18	Ki	4.921	0.951	0.281
6i5g	Ki	4.885	0.866	0.352
6d17	Ki	4.815	0.837	0.322
6s4n	Ki	6.790	0.800	0.346
6hgs	Ki	3.770	0.822	0.330
6e6m	Ki	5.748	0.927	0.344
6szp	Ki	4.745	0.522	0.202
6ugz	Ki	7.719	0.889	0.437
6d1h	Ki	3.721	0.877	0.362
6e5t	Ki	6.545	0.882	0.319
6rfn	Ki	6.700	0.915	0.369
6nmb	Ki	2.697	0.979	0.606
6jaw	Ki	5.662	0.830	0.320
6prf	Ki	8.602	0.978	0.531
6mxc	Ki	5.564	0.666	0.252
6ouv	Ki	5.553	0.500	0.181
6nwk	Ki	7.699	0.899	0.413
6r13	Ki	4.699	0.894	0.241
6plf	Ki	6.670	0.719	0.321
6o5x	Ki	7.658	0.989	0.538
6mll	Ki	3.622	0.672	0.338
6hax	Ki	7.585	0.974	0.307
6p5o	Ki	4.544	0.548	0.215
6gvf	Ki	7.553	0.946	0.367
6oe1	Ki	8.509	0.958	0.521
6dd0	Ki	5.481	0.959	0.367
5qtt	Ki	8.469	0.993	0.534
6d3q	Ki	8.469	0.846	0.241
6d1g	Ki	4.466	0.886	0.385
6nxz	Ki	5.456	0.500	0.183
6otg	Ki	7.503	0.991	0.585
6rfw	Ki	6.500	0.909	0.358
6d15	Ki	4.483	0.773	0.340
6d1d	Ki	4.471	0.861	0.400
6dl2	Ki	7.481	0.977	0.578
6hgr	Ki	3.456	0.827	0.359
6gxb	Ki	7.456	0.967	0.528
6o0o	Ki	7.444	0.517	0.329
6ppy	Ki	4.444	0.707	0.273
6ny0	Ki	5.398	0.500	0.419
6n7a	Ki	8.367	0.959	0.546
6of5	Ki	5.347	0.651	0.238
6md8	Ki	2.377	0.803	0.370
6mnv	Ki	3.369	0.704	0.255
6gwe	Ki	7.377	0.992	0.465
6nwl	Ki	7.367	0.909	0.402
6pve	Ki	7.367	0.854	0.359
6d1a	Ki	4.354	0.883	0.415
6jtc	Ki	5.073	0.711	0.264
6r1a	Ki	4.347	0.830	0.278
6s5k	Ki	7.320	0.858	0.392
6efj	Ki	3.321	0.827	0.362
6rot	Ki	6.315	0.986	0.470
6c9s	Ki	7.319	0.579	0.227
6r1d	Ki	5.398	0.880	0.351
6r1w	Ki	5.301	0.934	0.280
6o95	Ki	8.292	0.961	0.480
5qqp	Ki	8.276	0.992	0.551
6ibk	Ki	3.293	0.571	0.223
6o5a	Ki	6.289	0.988	0.534
6ugr	Ki	6.273	0.884	0.419
6d1j	Ki	4.250	0.892	0.430
6mdu	Ki	4.252	0.798	0.369
6om8	Ki	5.161	0.676	0.270
6e5l	Ki	7.176	0.904	0.339
6ugp	Ki	6.164	0.859	0.413
6abx	Ki	2.143	0.795	0.206
6n95	Ki	5.125	0.748	0.254
6d1k	Ki	3.130	0.857	0.376
6o48	Ki	7.125	0.990	0.577
6ugn	Ki	6.117	0.865	0.442
6d16	Ki	5.076	0.886	0.346
6r4k	Ki	5.071	0.824	0.264
6d1i	Ki	4.092	0.865	0.352
6uh0	Ki	6.069	0.794	0.379
6k04	Ki	8.041	0.981	0.561
6ic2	Ki	6.037	0.982	0.519
6gxe	Ki	8.046	0.906	0.507
